ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-11-25 00:00:00,4.7119100000000005,4.578517901987805,5.649288106354032,4.7119100000000005,4.7119100000000005,0.38359463775576086,0.38359463775576086,0.38359463775576086,0.2017197500030491,0.2017197500030491,0.2017197500030491,0.0006456576359682633,0.0006456576359682633,0.0006456576359682633,0.18122923011674347,0.18122923011674347,0.18122923011674347,0.0,0.0,0.0,5.095504637755761
2020-11-26 00:00:00,4.711783016178579,4.5685470816295535,5.695297933421525,4.711783016178579,4.711783016178579,0.4023248961040849,0.4023248961040849,0.4023248961040849,0.20171975000018916,0.20171975000018916,0.20171975000018916,0.02432620000005218,0.02432620000005218,0.02432620000005218,0.1762789461038436,0.1762789461038436,0.1762789461038436,0.0,0.0,0.0,5.114107912282664
2020-11-27 00:00:00,4.7116560323571575,4.67422841356238,5.738372076544729,4.7116560323571575,4.7116560323571575,0.4760817122010298,0.4760817122010298,0.4760817122010298,0.20171975000300668,0.20171975000300668,0.20171975000300668,0.10250102388503249,0.10250102388503249,0.10250102388503249,0.17186093831299065,0.17186093831299065,0.17186093831299065,0.0,0.0,0.0,5.187737744558187
2020-11-28 00:00:00,4.711529048535736,4.539447646795624,5.622845214499628,4.711529048535736,4.711529048535736,0.39629006466814193,0.39629006466814193,0.39629006466814193,0.2017197500001467,0.2017197500001467,0.2017197500001467,0.026490771122066596,0.026490771122066596,0.026490771122066596,0.16807954354592866,0.16807954354592866,0.16807954354592866,0.0,0.0,0.0,5.1078191132038775
2020-11-29 00:00:00,4.711402064714315,4.478816150614302,5.582249592447023,4.711402064714315,4.711402064714315,0.3365124908357223,0.3365124908357223,0.3365124908357223,0.20171975000400177,0.20171975000400177,0.20171975000400177,-0.0302248381951778,-0.0302248381951778,-0.0302248381951778,0.1650175790268984,0.1650175790268984,0.1650175790268984,0.0,0.0,0.0,5.0479145555500375
2020-11-30 00:00:00,4.711275080892894,4.479155647085434,5.576506661230948,4.711275080892894,4.711275080892894,0.32137582833879996,0.32137582833879996,0.32137582833879996,0.2017197500011418,0.2017197500011418,0.2017197500011418,-0.04307815063771225,-0.04307815063771225,-0.04307815063771225,0.16273422897537038,0.16273422897537038,0.16273422897537038,0.0,0.0,0.0,5.032650909231694
2020-12-01 00:00:00,4.711148097071472,4.4227188473550845,5.537978217367352,4.711148097071472,4.711148097071472,0.2823227829485195,0.2823227829485195,0.2823227829485195,0.20171975000395936,0.20171975000395936,0.20171975000395936,-0.0806606638102482,-0.0806606638102482,-0.0806606638102482,0.16126369675480828,0.16126369675480828,0.16126369675480828,0.0,0.0,0.0,4.993470880019991
2020-12-02 00:00:00,4.711021113250052,4.512395356266253,5.5861522149751055,4.711021113250052,4.711021113250052,0.36298005932242994,0.36298005932242994,0.36298005932242994,0.20171975000109943,0.20171975000109943,0.20171975000109943,0.0006456576359924106,0.0006456576359924106,0.0006456576359924106,0.160614651685338,0.160614651685338,0.160614651685338,0.0,0.0,0.0,5.074001172572482
2020-12-03 00:00:00,4.71089412942863,4.571733817583812,5.638815687555578,4.71089412942863,4.71089412942863,0.38681642496000535,0.38681642496000535,0.38681642496000535,0.20171974999823952,0.20171974999823952,0.20171974999823952,0.024326200000116916,0.024326200000116916,0.024326200000116916,0.16077047496164898,0.16077047496164898,0.16077047496164898,0.0,0.0,0.0,5.097710554388636
2020-12-04 00:00:00,4.7107671456072095,4.637797741318937,5.705158924518073,4.7107671456072095,4.7107671456072095,0.46591105855878345,0.46591105855878345,0.46591105855878345,0.20171975000105705,0.20171975000105705,0.20171975000105705,0.10250102388503718,0.10250102388503718,0.10250102388503718,0.16169028467268923,0.16169028467268923,0.16169028467268923,0.0,0.0,0.0,5.176678204165993
2020-12-05 00:00:00,4.710640161785788,4.516283419404812,5.620271106618717,4.710640161785788,4.710640161785788,0.3915212175249789,0.3915212175249789,0.3915212175249789,0.20171974999819708,0.20171974999819708,0.20171974999819708,0.026490771121879027,0.026490771121879027,0.026490771121879027,0.16331069640490292,0.16331069640490292,0.16331069640490292,0.0,0.0,0.0,5.1021613793107665
2020-12-06 00:00:00,4.7105131779643665,4.491650364370618,5.626442481845039,4.7105131779643665,4.7105131779643665,0.33704316582914795,0.33704316582914795,0.33704316582914795,0.2017197500020521,0.2017197500020521,0.2017197500020521,-0.030224838195254886,-0.030224838195254886,-0.030224838195254886,0.1655482540223508,0.1655482540223508,0.1655482540223508,0.0,0.0,0.0,5.047556343793515
2020-12-07 00:00:00,4.710386194142945,4.479157430531842,5.625949642534983,4.710386194142945,4.710386194142945,0.32694404495482865,0.32694404495482865,0.32694404495482865,0.20171975000486966,0.20171975000486966,0.20171975000486966,-0.04307815063746904,-0.04307815063746904,-0.04307815063746904,0.16830244558742802,0.16830244558742802,0.16830244558742802,0.0,0.0,0.0,5.037330239097773
2020-12-08 00:00:00,4.710259210321524,4.468292696861106,5.555224882400162,4.710259210321524,4.710259210321524,0.2925182887774196,0.2925182887774196,0.2925182887774196,0.2017197500020097,0.2017197500020097,0.2017197500020097,-0.0806606638101598,-0.0806606638101598,-0.0806606638101598,0.1714592025855696,0.1714592025855696,0.1714592025855696,0.0,0.0,0.0,5.0027774990989435
