Unnamed: 0,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,CO
383.0,2021-12-13,5.0,3631.59,26.82,97.33,188.83,70.57,396.67,432.46,131.73,
384.0,2021-12-14,5.0,3124.24,29.06,85.68,183.11,63.9,352.13,408.73,131.73,
385.0,2021-12-15,5.0,2857.21,16.76,63.06,148.77,32.42,386.31,407.91,31.16,
386.0,2021-12-16,5.0,2723.69,14.75,60.32,143.05,34.33,267.72,318.69,33.94,
387.0,2021-12-17,5.0,1201.63,4.02,32.22,110.15,50.07,170.48,186.26,18.24,
388.0,2021-12-18,5.0,961.3,3.3,18.85,161.65,19.31,133.61,146.89,19.51,
389.0,2021-12-19,5.0,1428.6,3.97,24.33,167.37,26.46,188.67,213.22,20.01,
390.0,2021-12-20,5.0,2456.67,6.09,54.15,197.41,37.67,306.33,351.34,31.16,
391.0,2021-12-21,5.0,2510.07,6.31,45.93,214.58,49.11,369.87,419.26,27.87,
392.0,2021-12-22,5.0,3391.27,8.27,74.71,228.88,70.57,506.84,575.84,40.53,
393.0,2021-12-23,5.0,4005.43,34.42,93.22,168.8,78.2,505.35,553.46,78.02,
394.0,2021-12-24,5.0,3417.97,22.35,71.29,191.69,41.96,394.94,451.26,79.04,
395.0,2021-12-25,5.0,2429.96,18.33,63.75,200.27,29.09,356.58,387.82,53.7,
396.0,2021-12-26,5.0,2349.85,24.36,27.42,170.23,13.83,325.63,355.95,23.05,
397.0,2021-12-27,5.0,2536.77,18.1,78.14,150.2,31.95,233.16,282.69,57.25,
398.0,2021-12-28,5.0,1708.98,5.14,35.64,88.69,24.8,202.98,220.75,15.96,
399.0,2021-12-29,5.0,827.79,0.75,14.22,81.54,10.49,88.28,91.31,8.61,
400.0,2021-12-30,5.0,2964.02,51.86,40.78,78.68,34.81,184.37,237.92,61.3,
401.0,2021-12-31,5.0,2483.37,36.66,52.78,155.93,47.68,261.66,293.94,23.31,
402.0,2022-01-01,5.0,2162.93,8.16,53.47,183.11,47.68,339.23,373.33,32.42,
403.0,2022-01-02,5.0,2563.48,8.16,65.8,183.11,43.87,355.81,391.92,54.21,
404.0,2022-01-03,5.0,2883.91,5.87,60.32,200.27,39.1,414.36,474.95,24.07,
405.0,2022-01-04,5.0,3417.97,24.14,83.63,228.88,45.78,408.41,464.35,69.92,
406.0,2022-01-05,5.0,3311.16,21.9,69.92,153.06,35.29,406.06,449.7,77.01,
407.0,2022-01-06,5.0,1815.8,0.52,25.7,138.76,8.82,419.63,429.5,9.5,
408.0,2022-01-07,5.0,1415.25,1.1,25.02,104.43,12.76,238.1,240.4,10.13,
409.0,2022-01-08,5.0,1121.52,0.6,14.74,80.11,7.45,121.9,132.37,6.21,
410.0,2022-01-09,5.0,1695.63,17.88,32.22,76.53,16.69,155.09,182.84,42.56,
411.0,2022-01-10,5.0,2349.85,22.8,34.27,64.37,36.24,147.58,181.11,23.31,
412.0,2022-01-11,5.0,2403.26,26.6,44.55,87.26,39.1,181.56,223.94,26.85,
413.0,2022-01-12,5.0,1522.06,6.59,32.9,135.9,30.52,237.69,263.31,17.23,
414.0,2022-01-13,5.0,2990.72,25.93,70.6,164.51,39.1,305.39,364.53,58.77,
415.0,2022-01-14,5.0,2777.1,14.98,76.09,177.38,51.98,323.92,379.8,44.58,
416.0,2022-01-15,5.0,2189.64,5.48,58.95,171.66,36.24,299.99,327.46,38.0,
417.0,2022-01-16,5.0,2349.85,4.58,53.47,134.47,25.03,264.07,306.45,40.02,
418.0,2022-01-17,5.0,3417.97,24.59,65.8,175.95,39.58,415.55,496.58,61.3,
419.0,2022-01-18,5.0,2643.59,10.73,47.3,157.36,20.98,431.66,468.0,13.93,
420.0,2022-01-19,5.0,2429.96,16.76,44.55,148.77,41.96,436.33,472.45,29.13,
421.0,2022-01-20,5.0,2536.77,27.05,57.58,155.93,41.96,362.57,385.78,38.0,
422.0,2022-01-21,5.0,2723.69,1.93,80.2,157.36,51.5,395.96,444.43,103.35,
423.0,2022-01-22,5.0,1895.9,0.29,23.99,131.61,10.25,332.79,359.2,9.75,
424.0,2022-01-23,5.0,1441.96,0.0,5.91,100.14,6.08,390.07,397.53,2.25,
425.0,2022-01-24,5.0,1842.5,2.01,39.41,100.14,29.56,210.87,222.02,15.33,
426.0,2022-01-25,5.0,1548.77,6.2,28.1,147.34,29.56,171.12,192.81,20.52,
427.0,2022-01-26,5.0,1455.31,5.25,34.96,143.05,31.47,160.85,179.07,21.28,
428.0,2022-01-27,5.0,1375.2,6.54,26.73,151.63,21.22,188.49,212.3,14.44,
429.0,2022-01-28,5.0,934.6,3.16,24.33,151.63,28.13,117.26,130.16,16.97,
430.0,2022-01-29,5.0,1001.36,5.7,19.19,155.93,35.29,128.1,147.19,12.79,
431.0,2022-01-30,5.0,1134.87,2.29,26.73,150.2,16.21,115.35,142.65,13.81,
432.0,2022-01-31,5.0,3044.13,45.15,84.31,217.44,43.39,381.3,453.65,63.33,
433.0,2022-02-01,5.0,2830.51,26.6,41.47,180.24,39.58,495.07,562.83,14.82,
434.0,2022-02-02,5.0,2536.77,5.48,106.93,197.41,71.53,431.23,487.36,124.63,
435.0,2022-02-03,5.0,1468.66,0.34,14.74,183.11,21.46,406.95,443.99,6.9,
436.0,2022-02-04,5.0,1174.93,1.47,18.85,145.91,22.41,93.52,107.23,13.68,
437.0,2022-02-05,5.0,2323.15,6.93,41.47,104.43,25.27,190.37,229.55,20.77,
438.0,2022-02-06,5.0,2670.29,28.16,61.01,170.23,34.33,229.74,282.97,67.89,
439.0,2022-02-07,5.0,3952.03,27.49,78.83,194.55,45.3,406.89,475.43,70.93,
440.0,2022-02-08,5.0,3845.21,16.09,94.59,188.83,41.01,426.31,487.9,74.98,
441.0,2022-02-09,5.0,2136.23,8.61,32.22,151.63,14.54,275.63,343.66,34.45,
442.0,2022-02-10,5.0,1081.47,4.14,19.36,164.51,40.53,147.01,167.93,15.83,
443.0,2022-02-11,5.0,1201.63,2.93,20.56,175.95,30.52,221.27,238.46,18.49,
444.0,2022-02-12,5.0,1535.42,2.46,32.56,174.52,26.23,172.78,206.77,19.25,
445.0,2022-02-13,5.0,2029.42,16.76,52.78,180.24,41.01,245.96,279.36,34.45,
446.0,2022-02-14,5.0,2803.8,33.53,43.53,194.55,75.34,320.75,373.71,41.54,
447.0,2022-02-15,5.0,2696.99,32.19,45.24,175.95,59.13,405.97,457.13,37.49,
448.0,2022-02-16,5.0,2056.12,4.64,41.81,188.83,37.19,233.85,281.75,20.77,
449.0,2022-02-17,5.0,1842.5,5.64,33.93,173.09,30.52,337.05,376.54,27.36,
450.0,2022-02-18,5.0,2403.26,4.69,52.09,211.72,39.1,386.75,427.92,39.01,
451.0,2022-02-19,5.0,1508.71,5.53,28.79,158.79,33.38,249.43,282.92,23.05,
452.0,2022-02-20,5.0,781.06,0.0,11.48,100.14,14.78,121.57,140.34,18.49,
453.0,2022-02-21,5.0,3097.53,26.6,58.26,173.09,32.9,260.53,340.54,56.24,
454.0,2022-02-22,5.0,2857.21,26.38,40.44,191.69,24.56,249.73,321.56,66.88,
455.0,2022-02-23,5.0,1214.98,0.64,12.34,205.99,23.13,262.48,277.78,23.81,
456.0,2022-02-24,5.0,2616.88,15.87,55.52,155.93,23.6,264.3,321.62,41.54,
457.0,2022-02-25,5.0,2616.88,33.53,52.78,194.55,26.46,262.04,305.89,49.14,
458.0,2022-02-26,5.0,1508.71,2.12,32.22,161.65,12.87,156.8,188.53,17.73,
459.0,2022-02-27,5.0,1121.52,3.16,25.02,140.19,16.69,87.43,109.29,27.11,
460.0,2022-02-28,5.0,1321.79,4.14,30.16,161.65,27.42,108.66,138.9,29.64,
461.0,2022-03-01,5.0,1401.9,4.53,27.42,217.44,43.39,234.45,262.44,28.12,
462.0,2022-03-02,5.0,2082.82,12.29,38.73,226.02,30.28,206.06,237.49,30.4,
463.0,2022-03-03,5.0,2777.1,31.29,62.38,226.02,44.35,255.06,304.6,53.2,
464.0,2022-03-04,5.0,2029.42,6.15,42.16,217.44,28.85,275.87,310.36,32.42,
465.0,2022-03-05,5.0,947.95,1.44,17.48,161.65,18.6,135.09,148.33,22.04,
466.0,2022-03-06,5.0,2216.34,4.86,50.72,194.55,28.37,180.53,222.21,41.54,
467.0,2022-03-07,5.0,2243.04,13.86,39.41,251.77,25.03,267.95,292.92,31.92,
468.0,2022-03-08,5.0,1415.25,3.97,28.79,228.88,48.64,224.09,242.71,28.63,
469.0,2022-03-09,5.0,1375.2,1.9,23.31,214.58,28.85,287.86,315.19,26.09,
470.0,2022-03-10,5.0,1602.17,3.32,35.3,170.23,30.28,176.12,196.41,31.66,
471.0,2022-03-11,5.0,1482.01,2.74,32.56,167.37,27.42,141.96,178.58,29.13,
472.0,2022-03-12,5.0,1562.12,2.26,36.67,164.51,37.19,132.9,168.14,32.42,
473.0,2022-03-13,5.0,2002.72,5.81,41.81,200.27,30.04,160.92,225.44,49.14,
474.0,2022-03-14,5.0,2616.88,40.23,43.53,246.05,36.72,201.55,266.3,95.25,
475.0,2022-03-15,5.0,2349.85,23.02,31.53,263.21,54.84,272.61,321.11,32.42,
476.0,2022-03-16,5.0,2510.07,16.76,50.72,231.74,43.39,256.23,333.71,57.25,
477.0,2022-03-17,5.0,2349.85,8.83,45.93,200.27,24.8,236.49,319.73,55.22,
478.0,2022-03-18,5.0,1134.87,1.7,30.16,181.67,21.46,146.93,175.7,24.83,
479.0,2022-03-19,5.0,1441.96,2.65,25.36,214.58,20.5,177.72,202.96,29.39,
480.0,2022-03-20,5.0,2162.93,17.66,41.81,243.19,34.81,222.49,256.53,42.56,
481.0,2022-03-21,5.0,2910.61,23.02,47.98,308.99,51.02,264.13,306.62,91.2,
482.0,2022-03-22,5.0,1241.68,2.49,28.1,205.99,30.99,176.06,214.46,28.12,
483.0,2022-03-23,5.0,1535.42,3.69,32.9,246.05,46.73,216.03,258.56,32.42,
484.0,2022-03-24,5.0,2643.59,27.72,48.67,300.41,50.54,261.62,336.9,46.1,
485.0,2022-03-25,5.0,2750.4,31.29,56.21,240.33,51.02,205.98,297.71,120.58,
486.0,2022-03-26,5.0,827.79,1.65,19.71,185.97,25.99,83.56,113.1,23.56,
487.0,2022-03-27,5.0,2082.82,1.58,52.09,191.69,42.92,187.84,259.44,76.0,
488.0,2022-03-28,5.0,2830.51,28.61,61.69,271.8,60.56,253.9,328.5,160.1,
489.0,2022-03-29,5.0,2082.82,9.72,49.35,268.94,44.82,205.07,293.4,44.08,
490.0,2022-03-30,5.0,2643.59,4.25,61.01,288.96,43.87,341.11,431.93,47.62,
491.0,2022-03-31,5.0,2857.21,5.48,61.69,280.38,50.07,291.86,378.51,65.86,
492.0,2022-04-01,5.0,2643.59,6.76,55.52,294.69,42.92,283.6,365.15,72.96,
493.0,2022-04-02,5.0,2056.12,10.73,39.07,303.27,42.44,200.13,259.45,48.64,
494.0,2022-04-03,5.0,1695.63,1.01,33.59,243.19,23.84,196.56,251.0,44.08,
495.0,2022-04-04,5.0,1949.31,6.09,42.5,283.24,44.35,141.77,192.97,39.52,
496.0,2022-04-05,5.0,2456.67,17.66,47.3,334.74,42.92,168.83,228.14,40.53,
497.0,2022-04-06,5.0,2403.26,10.51,47.3,320.43,41.01,210.25,249.35,41.54,
498.0,2022-04-07,5.0,2910.61,12.41,60.32,343.32,57.7,229.94,286.91,80.05,
499.0,2022-04-08,5.0,2910.61,20.56,71.97,429.15,61.04,339.59,376.17,102.34,
500.0,2022-04-09,5.0,2483.37,14.75,57.58,311.85,49.11,281.43,317.47,56.24,
501.0,2022-04-10,5.0,1789.09,1.61,34.27,274.66,48.64,218.01,261.08,37.49,
502.0,2022-04-11,5.0,1949.31,8.38,42.5,277.52,55.31,243.27,292.1,67.89,
503.0,2022-04-12,5.0,1735.69,1.05,41.47,234.6,49.59,201.33,258.28,39.01,
504.0,2022-04-13,5.0,2323.15,0.87,75.4,280.38,70.57,212.61,270.62,95.25,
505.0,2022-04-14,5.0,2029.42,4.86,45.93,260.35,42.92,198.06,248.69,48.13,
506.0,2022-04-15,5.0,2910.61,13.75,66.49,266.08,55.31,241.07,316.19,110.45,
507.0,2022-04-16,5.0,2082.82,7.15,46.61,263.21,39.1,153.15,207.33,52.69,
508.0,2022-04-17,5.0,2109.53,9.61,47.3,303.27,43.87,156.66,204.54,81.06,
509.0,2022-04-18,5.0,1588.82,3.97,39.76,308.99,42.44,109.27,152.19,66.88,
510.0,2022-04-19,5.0,2590.18,16.76,66.49,308.99,60.08,251.11,299.88,61.3,
511.0,2022-04-20,5.0,2590.18,12.63,63.06,291.82,57.7,228.68,312.96,50.66,
512.0,2022-04-21,5.0,2323.15,0.58,59.63,208.85,38.62,160.84,226.27,56.74,
513.0,2022-04-22,5.0,3231.05,13.97,63.06,243.19,47.21,242.92,305.09,72.96,
514.0,2022-04-23,5.0,2056.12,9.95,49.35,240.33,56.74,142.74,226.56,46.61,
515.0,2022-04-24,5.0,1108.17,1.56,25.02,208.85,36.72,82.59,121.41,28.12,
516.0,2022-04-25,5.0,1068.12,2.15,23.99,234.6,26.23,81.85,119.97,27.11,
517.0,2022-04-26,5.0,2590.18,3.97,63.06,254.63,55.79,165.45,255.81,58.26,
518.0,2022-04-27,5.0,2376.56,7.82,59.63,337.6,46.73,156.83,244.36,53.2,
519.0,2022-04-28,5.0,2563.48,10.28,52.78,389.1,65.8,199.73,267.82,65.86,
520.0,2022-04-29,5.0,1548.77,1.87,19.02,320.43,28.61,231.31,268.37,30.65,
521.0,2022-04-30,5.0,1201.63,0.54,12.0,240.33,17.17,198.3,229.6,27.11,
522.0,2022-05-01,5.0,907.9,0.38,15.59,185.97,17.64,86.51,97.42,15.33,
523.0,2022-05-02,5.0,767.71,0.3,13.37,175.95,11.09,74.8,86.55,16.97,
524.0,2022-05-03,5.0,934.6,0.52,16.11,197.41,20.74,98.75,110.15,16.09,
525.0,2022-05-04,5.0,814.44,0.47,9.51,183.11,16.69,92.56,105.57,11.02,
526.0,2022-05-05,5.0,854.49,0.61,12.51,208.85,14.9,86.16,100.85,17.23,
527.0,2022-05-06,5.0,867.84,0.94,15.08,226.02,17.64,93.13,122.18,21.03,
528.0,2022-05-07,5.0,974.66,0.75,14.22,185.97,15.14,79.47,101.8,23.05,
529.0,2022-05-08,4.0,867.84,0.78,8.05,145.91,7.75,47.29,56.68,20.52,
530.0,2022-05-09,5.0,794.41,0.88,8.83,174.52,10.97,102.99,109.43,19.25,
531.0,2022-05-10,5.0,787.73,0.47,10.54,191.69,14.66,87.32,96.47,19.0,
532.0,2022-05-11,5.0,1735.69,0.61,40.1,185.97,22.89,118.72,157.41,36.48,
533.0,2022-05-12,5.0,961.3,0.53,9.42,197.41,13.95,122.63,132.88,21.53,
534.0,2022-05-13,5.0,1628.88,7.26,28.45,223.16,18.6,139.27,163.97,28.63,
535.0,2022-05-14,5.0,947.95,0.62,8.4,280.38,22.65,164.98,188.38,21.28,
536.0,2022-05-15,5.0,1815.8,0.77,36.67,217.44,25.75,217.96,250.83,28.37,
537.0,2022-05-16,5.0,934.6,0.5,8.91,208.85,15.97,171.77,193.81,24.07,
538.0,2022-05-17,5.0,894.55,0.77,12.85,268.94,20.98,151.63,197.76,21.53,
539.0,2022-05-18,5.0,1535.42,5.59,24.33,200.27,16.93,138.74,197.66,28.37,
540.0,2022-05-19,5.0,1121.52,1.01,22.28,263.21,38.15,179.22,259.24,28.63,
541.0,2022-05-20,5.0,1174.93,0.61,8.74,288.96,21.93,222.88,258.47,22.29,
542.0,2022-05-21,5.0,1001.36,0.66,12.85,254.63,22.65,182.32,231.36,24.07,
543.0,2022-05-22,5.0,841.14,0.48,5.91,188.83,9.66,147.71,177.6,23.31,
544.0,2022-05-23,5.0,894.55,0.5,14.57,168.8,10.25,92.33,107.55,19.0,
545.0,2022-05-24,5.0,1335.14,0.59,25.36,177.38,12.64,86.41,105.93,14.57,
546.0,2022-05-25,5.0,2483.37,6.2,63.06,214.58,32.42,165.64,239.18,59.78,
547.0,2022-05-26,5.0,2483.37,17.66,54.15,231.74,29.09,169.09,237.51,67.89,
548.0,2022-05-27,5.0,2029.42,1.7,44.55,280.38,38.15,185.39,247.01,35.46,
549.0,2022-05-28,5.0,2082.82,3.41,44.55,211.72,22.17,194.48,254.25,39.52,
550.0,2022-05-29,5.0,974.66,0.4,14.05,185.97,13.71,149.27,187.1,27.11,
551.0,2022-05-30,5.0,2429.96,0.83,58.95,197.41,37.67,227.19,372.14,53.2,
552.0,2022-05-31,5.0,1762.39,1.13,37.7,248.91,26.94,191.0,303.13,34.45,
553.0,2022-06-01,5.0,1495.36,2.35,25.7,277.52,41.96,189.83,252.48,30.65,
554.0,2022-06-02,5.0,1762.39,1.44,38.04,360.49,43.87,265.51,318.7,36.48,
555.0,2022-06-03,5.0,2483.37,16.32,44.55,366.21,48.16,235.74,397.91,43.06,
556.0,2022-06-04,5.0,1842.5,3.97,33.24,366.21,47.21,323.06,393.77,52.18,
557.0,2022-06-05,5.0,1668.93,3.27,38.39,308.99,35.29,260.62,302.81,69.92,
558.0,2022-06-06,5.0,1976.01,1.9,50.04,274.66,44.35,263.77,307.2,63.33,
559.0,2022-06-07,5.0,2082.82,1.12,58.95,277.52,48.16,251.92,338.39,87.14,
560.0,2022-06-08,5.0,2563.48,1.33,59.63,280.38,46.73,234.63,383.51,43.06,
561.0,2022-06-09,5.0,2670.29,7.26,60.32,257.49,46.25,277.75,400.78,68.9,
562.0,2022-06-10,5.0,2029.42,0.73,52.78,268.94,47.68,157.49,312.77,74.98,
563.0,2022-06-11,5.0,1348.5,2.96,31.19,228.88,28.85,139.95,290.16,28.37,
564.0,2022-06-12,5.0,1094.82,0.99,22.96,231.74,30.99,179.92,293.66,29.64,
565.0,2022-06-13,5.0,1268.39,3.3,20.39,254.63,29.33,158.08,280.33,30.15,
566.0,2022-06-14,5.0,600.81,0.7,15.08,165.94,17.88,52.02,137.5,18.75,
567.0,2022-06-15,4.0,534.06,1.4,10.97,138.76,15.97,38.86,89.92,21.28,
568.0,2022-06-16,4.0,807.76,0.88,19.19,143.05,20.98,47.68,69.59,22.04,
569.0,2022-06-17,5.0,974.66,4.64,21.76,168.8,22.17,51.52,76.21,27.87,
570.0,2022-06-18,4.0,614.17,0.76,13.19,113.01,19.55,47.25,59.34,21.28,
571.0,2022-06-19,5.0,714.3,0.87,17.48,128.75,16.69,52.32,64.95,10.77,
572.0,2022-06-20,5.0,1562.12,1.08,35.3,121.59,21.93,87.36,117.5,31.16,
573.0,2022-06-21,5.0,2616.88,15.87,46.61,286.1,35.76,176.71,226.88,46.1,
574.0,2022-06-22,5.0,1428.6,0.99,33.93,177.38,22.89,115.17,132.54,33.44,
575.0,2022-06-23,5.0,1174.93,1.63,14.22,157.36,12.76,84.43,104.85,26.85,
576.0,2022-06-24,5.0,1348.5,2.37,19.54,205.99,24.08,109.67,130.45,24.83,
577.0,2022-06-25,5.0,1081.47,0.19,6.77,163.08,7.75,99.75,104.54,16.72,
578.0,2022-06-26,4.0,647.54,0.47,5.65,170.23,6.68,39.7,43.15,11.15,
579.0,2022-06-27,4.0,700.95,0.5,7.63,115.87,9.18,45.3,48.05,11.4,
580.0,2022-06-28,5.0,881.2,0.67,14.05,134.47,12.4,65.18,71.07,13.43,
581.0,2022-06-29,4.0,720.98,0.28,15.94,60.08,13.83,31.74,34.69,8.04,
582.0,2022-06-30,4.0,1121.52,1.2,21.76,50.78,12.04,33.28,38.58,6.71,
583.0,2022-07-01,5.0,1602.17,1.23,35.99,97.27,20.03,89.88,122.02,15.2,
584.0,2022-07-02,5.0,1522.06,2.57,29.47,105.86,14.9,92.25,112.67,9.37,
585.0,2022-07-03,5.0,1028.06,0.78,11.48,121.59,9.06,52.47,54.19,9.63,
586.0,2022-07-04,5.0,934.6,1.19,15.94,161.65,17.4,76.77,84.52,13.17,
587.0,2022-07-05,5.0,934.6,0.4,9.85,188.83,11.09,96.02,105.51,13.81,
588.0,2022-07-06,5.0,774.38,0.69,6.77,145.91,8.94,111.22,118.29,10.89,
589.0,2022-07-07,5.0,660.9,0.49,9.34,143.05,8.94,61.79,72.78,16.97,
590.0,2022-07-08,5.0,774.38,0.98,9.51,155.93,9.89,80.89,93.65,16.21,
591.0,2022-07-09,5.0,807.76,0.29,6.43,108.72,9.42,109.25,115.07,13.81,
592.0,2022-07-10,5.0,560.76,0.61,6.0,130.18,6.85,56.82,64.45,15.96,
593.0,2022-07-11,5.0,574.11,1.06,7.8,125.89,8.7,60.01,67.02,15.45,
594.0,2022-07-12,5.0,560.76,0.59,6.0,133.04,7.39,50.34,56.47,12.79,
595.0,2022-07-13,4.0,514.03,0.24,6.94,125.89,9.3,37.95,43.77,13.05,
596.0,2022-07-14,4.0,567.44,0.59,5.91,155.93,9.18,37.95,40.37,16.47,
597.0,2022-07-15,4.0,514.03,0.45,6.43,134.47,9.78,40.3,44.17,12.54,
598.0,2022-07-16,4.0,560.76,0.37,8.57,114.44,9.66,47.77,51.4,7.92,
599.0,2022-07-17,4.0,527.38,0.55,5.1,114.44,6.5,42.79,44.33,13.3,
600.0,2022-07-18,4.0,520.71,0.73,6.34,125.89,9.06,38.16,41.61,16.21,
601.0,2022-07-19,5.0,660.9,0.79,10.02,143.05,19.79,77.28,84.48,13.17,
602.0,2022-07-20,5.0,714.3,0.0,7.28,76.53,10.61,73.91,76.9,9.37,
603.0,2022-07-21,,,,,,,,,,
604.0,2022-07-22,4.0,1001.36,0.56,16.62,54.36,7.87,36.19,38.58,5.45,
605.0,2022-07-23,4.0,707.63,0.31,10.45,103.0,6.85,27.92,31.01,7.28,
606.0,2022-07-24,4.0,607.49,0.54,7.2,107.29,6.79,31.65,33.14,5.0,
607.0,2022-07-25,5.0,687.6,0.64,8.05,125.89,8.46,53.08,54.33,3.7,
608.0,2022-07-26,5.0,741.0,0.85,18.51,92.98,11.21,60.38,62.62,5.64,
609.0,2022-07-27,5.0,894.55,0.27,23.99,85.12,14.66,60.52,65.01,6.33,
610.0,2022-07-28,5.0,2189.64,14.31,46.61,105.86,20.5,154.94,197.35,23.31,
611.0,2022-07-29,5.0,1735.69,6.15,32.22,75.82,26.94,126.0,154.19,10.51,
612.0,2022-07-30,5.0,1388.55,1.23,28.1,45.78,15.97,66.28,84.21,11.65,
613.0,2022-07-31,5.0,1815.8,10.73,40.1,75.82,28.13,105.68,139.35,60.8,
614.0,2022-08-01,5.0,1815.8,12.74,40.78,63.66,27.89,109.74,140.81,71.94,
615.0,2022-08-02,4.0,1028.06,7.38,28.1,46.49,18.36,47.39,67.48,10.26,
616.0,2022-08-03,5.0,988.01,0.91,27.08,50.07,13.35,56.62,73.16,9.75,
617.0,2022-08-04,4.0,1335.14,0.73,27.42,55.79,8.58,49.52,57.68,7.6,
618.0,2022-08-05,5.0,2162.93,7.93,45.24,118.73,17.17,155.96,201.6,25.59,
619.0,2022-08-06,5.0,1895.9,6.31,27.08,131.61,15.5,146.92,186.97,16.47,
620.0,2022-08-07,5.0,907.9,0.05,10.8,98.71,5.84,51.73,60.23,7.98,
621.0,2022-08-08,5.0,741.0,1.42,10.37,130.18,8.94,63.75,70.49,6.78,
622.0,2022-08-09,4.0,574.11,0.86,6.68,124.45,6.5,42.86,48.27,11.27,
623.0,2022-08-10,3.0,427.25,0.49,5.31,97.27,7.21,24.26,29.5,10.77,
624.0,2022-08-11,4.0,397.21,0.4,5.14,134.47,7.21,31.34,33.68,9.75,
625.0,2022-08-12,5.0,554.08,2.24,12.51,177.38,9.78,84.84,90.5,8.87,
626.0,2022-08-13,5.0,787.73,2.1,13.02,154.5,10.01,77.75,88.89,12.67,
627.0,2022-08-14,5.0,807.76,0.39,10.45,120.16,7.63,81.56,82.96,7.16,
628.0,2022-08-15,3.0,423.91,0.3,5.4,95.84,7.99,22.82,24.68,7.85,
629.0,2022-08-16,5.0,734.33,1.05,18.68,124.45,10.61,55.53,76.3,11.15,
630.0,2022-08-17,5.0,1081.47,4.53,27.76,111.58,15.5,66.35,93.96,14.57,
631.0,2022-08-18,5.0,1081.47,1.84,27.42,98.71,12.99,66.97,94.12,12.92,
632.0,2022-08-19,5.0,1295.09,0.96,35.99,95.84,26.7,85.96,104.67,21.79,
633.0,2022-08-20,5.0,841.14,0.86,19.19,108.72,23.84,64.58,71.91,7.41,
634.0,2022-08-21,4.0,654.22,0.48,8.23,104.43,7.39,46.21,49.05,6.78,
635.0,2022-08-22,4.0,520.71,0.89,6.08,127.32,8.46,45.55,47.98,6.33,
636.0,2022-08-23,5.0,614.17,3.38,13.54,124.45,11.56,51.38,64.26,14.44,
637.0,2022-08-24,5.0,1281.74,0.13,19.54,84.4,12.28,77.12,89.98,11.91,
638.0,2022-08-25,5.0,2002.72,7.49,34.62,137.33,22.65,137.23,163.77,14.95,
639.0,2022-08-26,5.0,2002.72,9.39,37.01,161.65,23.13,147.64,176.4,15.58,
640.0,2022-08-27,5.0,1161.58,1.26,20.56,121.59,15.74,80.52,98.24,5.83,
641.0,2022-08-28,4.0,734.33,1.38,16.79,60.8,15.26,46.61,55.92,11.15,
642.0,2022-08-29,5.0,3097.53,17.88,67.17,130.18,48.16,212.34,286.86,93.22,
643.0,2022-08-30,5.0,3044.13,21.68,50.72,77.25,36.72,223.91,282.72,74.98,
644.0,2022-08-31,5.0,1735.69,4.81,22.62,113.01,22.17,115.73,154.96,11.02,
645.0,2022-09-01,5.0,1869.2,18.55,39.07,64.37,31.47,117.41,149.26,21.28,
646.0,2022-09-02,5.0,1815.8,20.12,24.33,57.22,24.8,115.49,139.89,22.29,
647.0,2022-09-03,5.0,794.41,2.43,19.19,110.15,12.76,82.02,102.31,11.4,
648.0,2022-09-04,5.0,1588.82,9.83,33.59,114.44,14.31,110.42,160.5,18.49,
649.0,2022-09-05,5.0,2616.88,17.43,56.21,144.48,31.47,175.76,237.73,53.2,
650.0,2022-09-06,5.0,3070.83,29.95,52.09,181.67,38.15,216.38,294.77,67.89,
651.0,2022-09-07,5.0,2883.91,27.05,50.04,165.94,41.01,209.13,288.44,139.83,
652.0,2022-09-08,5.0,1134.87,1.98,11.82,154.5,8.34,84.84,87.92,6.9,
653.0,2022-09-09,5.0,961.3,1.48,12.51,117.3,7.99,72.81,83.09,6.78,
654.0,2022-09-10,5.0,814.44,1.02,10.45,98.71,5.78,64.27,74.51,10.64,
655.0,2022-09-11,5.0,687.6,0.87,8.05,123.02,6.79,53.64,59.65,9.12,
656.0,2022-09-12,4.0,547.41,0.5,6.08,98.71,6.08,29.26,32.35,5.57,
657.0,2022-09-13,4.0,607.49,1.2,13.37,85.83,7.99,28.86,30.03,3.61,
658.0,2022-09-14,4.0,674.25,1.65,17.48,55.79,7.39,35.32,35.98,2.75,
659.0,2022-09-15,4.0,680.92,1.05,17.82,36.12,10.61,25.05,27.32,3.2,
660.0,2022-09-16,5.0,1108.17,1.9,22.96,37.55,18.6,58.02,68.5,6.65,
661.0,2022-09-17,5.0,1201.63,3.91,22.96,82.25,21.46,94.58,114.85,11.91,
662.0,2022-09-18,5.0,1735.69,19.89,26.05,111.58,20.5,130.29,153.08,15.58,
663.0,2022-09-19,5.0,1428.6,4.86,15.59,138.76,9.3,112.34,136.18,14.19,
664.0,2022-09-20,5.0,1281.74,0.26,14.91,100.14,10.97,160.37,168.17,7.85,
665.0,2022-09-21,4.0,854.49,0.78,12.85,45.78,9.42,49.8,53.23,4.62,
666.0,2022-09-22,5.0,961.3,0.09,12.51,73.67,8.94,70.73,75.24,4.37,
667.0,2022-09-23,5.0,974.66,0.14,11.31,110.15,9.89,80.74,84.77,4.05,
668.0,2022-09-24,5.0,894.55,2.1,14.22,95.84,8.94,69.31,73.23,5.57,
669.0,2022-09-25,4.0,787.73,1.87,22.96,56.51,15.5,34.82,52.31,10.89,
